Timestamp,To what extent do you follow the news of the day in general?,What sources do you follow the news of the day?,Province of residence,Living Location,age,gender,Last education degree,How much did you follow the news ten years ago?,"Ten years ago, what sources did you follow the news of the day more?","Apart from news and news programs, what do you follow more in the media?"
05/10/2022 14:18:45,much,"Iran International, BBC",Khorasan Razavi,urban,34,male,bachelor's degree,some,national television,"Movie and Serials, Educational Programs or Lesson"
05/10/2022 14:18:52,very much,Instagram,Tehran,urban,34,male,high school diploma,a lot,BBC,Other plans
05/10/2022 14:19:28,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram",Esfahan,urban,34,male,high school diploma,very much,"BBC, Voice of America, Radio Farda, other satellite channels","Movie and TV series, documentary programs, comic programs"
05/10/2022 14:19:43,much,Iran International,Zanjan,urban,31,male,bachelor's degree,little,national television,Sports programs
05/10/2022 14:21:08,much,"manoto, Instagram, Telegram, WhatsApp, Twitter",East Azarbaijan,rural,30,male,associates degree,very much,BBC,"Documentary programs, comic programs"
05/10/2022 14:21:13,little,"BBC, manoto",Tehran,urban,38,male,high school diploma,very little,national television,Movie and Serial
05/10/2022 14:22:10,much,"Iran International, BBC, manoto, Radio Farda, Instagram",Esfahan,urban,35,male,high school diploma,some,BBC,None
05/10/2022 14:23:20,very much,"Iran International, BBC",Tehran,urban,28,male,associates degree,a lot,BBC,Cooking programs
05/10/2022 14:23:41,a little,"Instagram, Twitter",Fars,urban,31,female,bachelor's degree,little,"BBC, Voice of America, News websites","Movie and Serials, Educational Programs or Lesson"
05/10/2022 14:24:28,much,"Iran International, BBC, manoto, Instagram",Semnan,urban,35,male,associates degree,some,"BBC, Voice of America","Documentary programs, lectures / discussions / conversation"
05/10/2022 14:30:52,much,"Instagram, Telegram",Khorasan Razavi,urban,22,male,bachelor's degree,some,national television,"Movies and TV series, sports programs, comic programs, other apps"
05/10/2022 14:30:57,much,"manoto, Voice of America, Instagram, Telegram, Twitter",Alborz,urban,29,male,bachelor's degree,some,"Internal newspapers, BBC, Voice of America, Facebook","Movies and Serials, Sports Programs, Educational Programs, Art Programs, Comic Programs"
05/10/2022 14:32:07,little,"Iran International, BBC, Instagram, Twitter",Gilan,urban,32,male,master's degree,some,national television,"Educational or textbooks, art programs, comic programs, other programs"
05/10/2022 14:33:29,much,"Iran International, BBC, manoto, Radio Farda, News websites, Instagram, Telegram, Twitter",Tehran,urban,35,male,associates degree,some,"Internal newspapers, Instagram","Documentary programs, comic programs"
05/10/2022 14:35:08,much,"Iran International, BBC, Instagram",Mazandaran,urban,35,male,high school diploma,a lot,"Internal television, Internal Newspapers","Movie and Serial, Sports Programs, Documentary Programs, Comic Programs, Lecture / Discussion / Dialogue"
05/10/2022 14:35:41,much,"Iran International, Radio Farda",Tehran,urban,39,male,high school diploma,a lot,BBC,Movie and Serial
05/10/2022 14:36:28,very much,"Iran International, Telegram",Kermanshah,rural,39,male,no high school diploma,very much,BBC,"Sports programs, documentary programs, comic programs"
05/10/2022 14:36:47,much,"Iran International, manoto, Radio Farda, Instagram, Telegram, WhatsApp, Twitter",Fars,urban,34,male,associates degree,a lot,"Internal television, Internal newspapers, BBC, Radio, Facebook","Sports programs, comic programs"
05/10/2022 14:39:35,much,"Iran International, manoto, Radio Farda, Instagram",Gilan,urban,36,male,high school diploma,little,"BBC, Voice of America, Radio Farda, Instagram","Sports programs, documentary programs"
05/10/2022 14:40:32,much,BBC,Khuzestan,urban,37,male,master's degree,some,BBC,Movie and Serial
05/10/2022 14:41:23,very much,"Iran International, manoto, Radio Fardaorda",Esfahan,urban,36,female,master's degree,some,BBC,Sports programs
05/10/2022 14:41:53,much,"Instagram, Twitter, Facebook, Other",Tehran,urban,30,male,bachelor's degree,very much,"Internal television, BBC, Voice of America","Sports programs, documentary programs, other programs"
05/10/2022 14:42:27,much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram",Kerman,urban,35,male,bachelor's degree,very little,"Internal newspapers, BBC, Voice of America, Facebook","Sports Programs, Educational Programs, Art Programs, Documentary Programs, Other Programs"
05/10/2022 14:43:06,a little,Instagram,Khuzestan,urban,27,female,other,little,BBC,None
05/10/2022 14:43:26,very much,"Instagram, Telegram",Tehran,urban,26,male,bachelor's degree,some,national television,Other plans
05/10/2022 14:46:02,little,"News websites, Instagram",Tehran,urban,30,male,pdh and above,some,BBC,Sports programs
05/10/2022 14:47:54,much,"Telegram, WhatsApp",Hormozgan,urban,39,male,associates degree,very little,Other satellite channels,"Movie and TV series, documentary programs, comic programs"
05/10/2022 14:50:21,a little,"News websites, Instagram, Telegram, WhatsApp, Twitter",Yazd,urban,50,male,bachelor's degree,a lot,"Internal newspapers, BBC, Voice of America, Radio Farda, Facebook, Blogs","Comic programs, cooking programs"
05/10/2022 14:51:09,very much,"BBC, Telegram",Khuzestan,urban,27,male,bachelor's degree,some,News websites,Movie and Serial
05/10/2022 14:51:28,a little,"national television, Instagram",Tehran,rural,38,female,bachelor's degree,some,"Internal television, Internal Newspapers, Instagram",Movie and Serial
05/10/2022 14:51:39,much,"BBC, manoto, Instagram",Tehran,urban,34,female,bachelor's degree,some,"Internal newspapers, BBC",None
05/10/2022 14:51:44,very much,"Iran International, BBC, manoto, Voice of America, Instagram, Telegram, Twitter",Esfahan,urban,28,male,master's degree,very little,"BBC, news websites","Movies and TV series, sports programs, educational programs, art programs, documentary programs, comic programs, lectures / discussions / conversation, other programs"
05/10/2022 14:52:11,very much,"Iran International, News Website, Other",Tehran,urban,54,male,pdh and above,very much,"Radio Farda, news websites","Movies and Serials, Educational or Teaching Programs, Art Programs, Cooking Programs"
05/10/2022 14:52:50,very much,"national television, Iran International, Instagram, Telegram",Fars,urban,32,male,bachelor's degree,very much,"Internal newspapers, BBC, Voice of America, News websites, Facebook","Sports programs, comic programs"
05/10/2022 14:55:09,much,"Instagram, Telegram",Markazi,urban,34,male,bachelor's degree,a lot,Radio Farda,None
05/10/2022 14:55:11,very much,"Iran International, manoto, Instagram",Tehran,urban,37,female,high school diploma,not at all,,"Art programs, comic programs, cooking programs"
05/10/2022 14:55:21,much,"Iran International, Telegram, Twitter",Fars,urban,34,male,master's degree,very much,"News websites, Twitter","Movies and Serials, Sports Programs, Educational Programs, Comic Programs"
05/10/2022 14:56:31,much,Telegram,Tehran,urban,37,male,high school diploma,very little,News websites,"Movie and TV series, sports programs"
05/10/2022 14:57:22,much,BBC,Qom,urban,18,male,high school diploma,not at all,,"Movie and Serial, Comic Programs, Speech / Discussion / Dialogue"
05/10/2022 14:58:09,very much,"Iran International, BBC, Instagram, Telegram",Esfahan,urban,35,male,master's degree,some,"Internal newspapers, Voice of America",None
05/10/2022 15:05:14,much,"Iran International, BBC, manoto, Radio Farda, Voice of America, News websites, Instagram, Telegram",Tehran,urban,45,male,bachelor's degree,some,"BBC, Voice of America, Radio Farda","Movies and TV series, sports programs, art programs, documentary programs, comic programs"
05/10/2022 15:06:40,a little,"Iran International, manoto, News websites, Instagram",Khuzestan,urban,28,male,associates degree,little,BBC,"Movie and Serials, Educational or Teaching Programs, Comic Programs"
05/10/2022 15:06:46,a little,Instagram,Chaharmahal va Bakhtiari,urban,30,male,master's degree,very much,national television,Sports programs
05/10/2022 15:07:12,much,"Iran International, manoto, Radio Farda, Instagram",Tehran,urban,38,male,high school diploma,some,"BBC, Voice of America, Facebook","Movies and Serials, Sports Programs, Documentary Programs, Comic Programs"
05/10/2022 15:07:23,a little,"BBC, manoto, News websites, Instagram, Telegram, WhatsApp, Twitter",Khorasan Razavi,urban,32,male,associates degree,some,national television,"Movie and Serial, Religious Programs"
05/10/2022 15:07:46,much,Iran International,Qazvin,urban,33,male,high school diploma,very much,BBC,Movie and Serial
05/10/2022 15:09:04,very much,"manoto, Instagram, WhatsApp",Alborz,urban,39,male,high school diploma,very much,"Internal television, other satellite channels, Facebook, Instagram",None
05/10/2022 15:09:27,very much,"Iran International, Voice of America, other satellite channels, Instagram",Tehran,urban,41,male,bachelor's degree,a lot,"Internal newspapers, Voice of America, other satellite channels","Art programs, documentary programs, comic programs"
05/10/2022 15:09:39,much,"Iran International, manoto, Instagram, Telegram, WhatsApp",Esfahan,urban,35,other,associates degree,a lot,"BBC, Facebook","Sports programs, documentary programs, comic programs"
05/10/2022 15:12:03,very much,"Iran International, BBC, manoto, Instagram",Tehran,rural,38,male,bachelor's degree,very much,"BBC, other satellite channels, Instagram","Movies and TV series, art programs, documentary programs, comic programs, child programs"
05/10/2022 15:13:08,very much,"Iran International, BBC, manoto, Instagram",Tehran,rural,38,male,bachelor's degree,very much,"BBC, other satellite channels, Instagram","Movies and TV series, art programs, documentary programs, comic programs, child programs"
05/10/2022 15:14:28,a little,Instagram,Khorasan Razavi,urban,44,male,no high school diploma,a lot,"Internal television, Internal Newspapers","Documentary programs, comic programs"
05/10/2022 15:14:57,much,"national televisioning, Iran International, manoto, Radio Farda, Other Satellite Channels, Instagram, Telegram, Other",Esfahan,rural,51,male,high school diploma,some,"Internal television, Internal Newspapers","Movies and TV series, sports programs, art programs, documentary programs, comic programs, lectures / discussions / conversation, other programs"
05/10/2022 15:15:27,much,Instagram,Esfahan,urban,32,male,bachelor's degree,some,national television,"Educational or Teaching Programs, Documentary Programs, Speech / Discussion / Dialogue"
05/10/2022 15:16:22,much,"Instagram, Telegram",Esfahan,rural,30,male,associates degree,some,"BBC, Voice of America","Sports programs, comic programs"
05/10/2022 15:19:38,very much,"Iran International, Instagram",Khuzestan,urban,40,male,high school diploma,little,national television,"Movie and Serial, Documentary Programs, Comic Programs, Child Programs, Speech / Discussion / Dialogue"
05/10/2022 15:19:49,much,"Iran International, Manoto",Esfahan,urban,42,female,high school diploma,some,Voice of America,"Movie and TV series, cooking programs, baby programs"
05/10/2022 15:20:31,much,Iran International,Fars,urban,35,male,bachelor's degree,a lot,BBC,Movie and Serial
05/10/2022 15:20:46,much,"Iran International, BBC, manoto, Radio Farda, Voice of America",Kohgiloyeh and Boyerahmad,urban,29,male,bachelor's degree,a lot,"Internal television, News websites","Art programs, documentary programs, lectures / discussions / dialogue"
05/10/2022 15:21:09,very much,"Iran International, Radio Farda, Instagram",Khuzestan,urban,40,male,high school diploma,little,national television,"Movie and Serial, Documentary Programs, Speech / Discussion / Dialogue"
05/10/2022 15:22:04,very much,"Iran International, BBC, manoto, Radio Farda, Instagram",Khuzestan,urban,33,male,associates degree,a lot,BBC,Movie and Serial
05/10/2022 15:24:02,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, News websites, Instagram, Telegram, WhatsApp",Chaharmahal va Bakhtiari,urban,32,male,bachelor's degree,little,national television,"Movies and Serials, Educational or Lesson Programs, Documentary Programs, Comic Programs"
05/10/2022 15:24:18,very much,"Iran International, BBC, manoto, News websites, Instagram, WhatsApp",Fars,urban,40,male,pdh and above,a lot,"Internal television, News websites","Movies and Serials, Sports Programs, Educational Programs, Religious Programs, Comic Programs, Child Programs"
05/10/2022 15:24:19,a little,"Instagram, Twitter",Kohgiloyeh and Boyerahmad,urban,29,male,bachelor's degree,a lot,"Internal televisioning, Internal Newspapers, News websites","Movie and TV series, sports programs, documentary programs"
05/10/2022 15:25:13,much,Iran International,Tehran,urban,30,male,associates degree,very little,national television,Movie and Serial
05/10/2022 15:25:19,a little,"Iran International, manoto, Instagram, Telegram",Mazandaran,urban,48,female,bachelor's degree,a lot,"Sound, Facebook, Blogs","Movies and TV series, art programs, comic programs, cooking programs, baby programs"
05/10/2022 15:25:25,very much,"Iran International, BBC, Instagram, WhatsApp",Esfahan,urban,45,male,bachelor's degree,very much,BBC,Movie and Serial
05/10/2022 15:25:45,a little,"Iran International, BBC, manoto, Voice of America, Instagram",Semnan,urban,45,female,master's degree,some,"Voice of America, News websites",Movie and Serial
05/10/2022 15:25:50,much,"Instagram, WhatsApp",Fars,urban,39,male,bachelor's degree,some,"Internal television, Internal newspapers, BBC, Radio","Sports programs, documentary programs"
05/10/2022 15:26:11,very much,Instagram,Ardebil,urban,25,female,master's degree,some,"Radio Farda, news websites, other satellite channels","Movie and TV series, sports programs, documentary programs"
05/10/2022 15:27:04,a little,"Iran International, BBC, Instagram",Fars,urban,40,male,bachelor's degree,a lot,"Internal newspapers, BBC, Instagram","Movie and Serial, Comic Programs"
05/10/2022 15:27:45,very much,"BBC, Telegram",Tehran,urban,37,male,pdh and above,some,BBC,Comic programs
05/10/2022 15:27:53,very much,"Iran International, manoto, Voice of America, Other Satellite Channels, Instagram, Telegram",Tehran,urban,30,male,bachelor's degree,some,"Other satellite channels, Facebook, Instagram","Movie and TV series, sports programs, documentary programs"
05/10/2022 15:28:10,very much,"national television, Instagram, Twitter",Tehran,urban,37,male,bachelor's degree,a lot,"Internal newspapers, Voice of America, Instagram","Sports programs, documentary programs"
05/10/2022 15:32:50,much,Instagram,Fars,urban,34,female,bachelor's degree,a lot,"Internal television, other satellite channels, Facebook","Movies and TV series, sports programs, art programs, documentary programs, comic programs, cooking programs"
05/10/2022 15:33:37,very much,"Iran International, BBC, manoto, News websites, Instagram, Telegram",Tehran,urban,36,male,associates degree,a lot,"Internal newspapers, BBC",Sports programs
05/10/2022 15:34:38,very much,"Iran International, manoto, Voice of America, News websites, Instagram, Twitter",Hamedan,urban,42,male,high school diploma,some,"BBC, Voice of America, Blogs","Movie and TV series, documentary programs, comic programs, other apps"
05/10/2022 15:35:30,a little,"manoto, Instagram, Telegram",Alborz,urban,28,male,high school diploma,some,national television,"Movie and Serials, Educational or Teaching Programs, Comic Programs"
05/10/2022 15:36:21,very much,"Iran International, BBC, manoto, Instagram",Kermanshah,urban,29,male,no high school diploma,very much,national television,"Movie and TV series, sports programs"
05/10/2022 15:37:05,much,"Iran International, Instagram, Twitter",Esfahan,urban,29,male,master's degree,little,BBC,"Sports Programs, Speech / Discussion / Dialogue"
05/10/2022 15:38:34,much,"Iran International, manoto, Instagram",Khuzestan,urban,35,male,associates degree,some,"BBC, Voice of America, Radio, News websites, other satellite channels","Movie and TV series, documentary programs, comic programs"
05/10/2022 15:38:40,very much,"Iran International, BBC, manoto, Voice of America, Instagram",Ardebil,urban,29,male,bachelor's degree,a lot,"BBC, Voice of America, Radio Farda","Movie and Serial, Educational or Lesson Programs, Documentary Programs, Lecture / Discussion / Dialogue"
05/10/2022 15:39:45,very much,"Telegram, Twitter, Other",Fars,urban,43,female,high school diploma,very much,"BBC, Voice of America",None
05/10/2022 15:40:33,a little,Instagram,Fars,urban,48,other,other,not at all,,Sports programs
05/10/2022 15:40:38,much,Instagram,Tehran,urban,30,male,bachelor's degree,a lot,national television,Movie and Serial
05/10/2022 15:41:18,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, other satellite channels, Instagram",Tehran,urban,58,female,associates degree,very much,"BBC, Voice of America, Radio Farda, other satellite channels","Movie and Serial, Documentary Programs, Speech / Discussion / Dialogue"
05/10/2022 15:42:07,much,Instagram,Tehran,urban,50,male,other,very much,Voice of America,Speech / Discussion / Dialogue
05/10/2022 15:44:54,very much,"Iran International, manoto, Instagram, Telegram, Twitter",Fars,urban,36,male,no high school diploma,very much,"BBC, Voice of America, Radio Farda",None
05/10/2022 15:45:44,a little,Instagram,Fars,rural,30,male,high school diploma,some,national television,Movie and Serial
05/10/2022 15:49:43,much,"Iran International, manoto, Radio Farda, other satellite channels, Instagram",Khorasan Razavi,urban,35,male,bachelor's degree,some,"BBC, Voice of America, Radio Farda","Movie and Serial, Documentary Programs"
05/10/2022 15:51:19,very much,"Iran International, BBC, manoto, Instagram",Tehran,urban,39,female,high school diploma,some,"BBC, Voice of America","Educational or lesson programs, art programs, other programs"
05/10/2022 15:51:50,much,manoto,Tehran,urban,38,male,associates degree,very little,Other satellite channels,Comic programs
05/10/2022 15:53:20,very much,"Instagram, Telegram, Twitter",Mazandaran,rural,33,male,associates degree,a lot,"Internal newspapers, BBC, Voice of America","Movies and Serials, Sports Programs, Educational Programs, Art Programs, Comic Programs, Cooking Programs, Lecture / Discussion / Dialogue"
05/10/2022 15:53:56,a little,"manoto, Instagram",Tehran,urban,38,male,associates degree,very little,BBC,"Movies and TV series, sports programs, art programs, documentary programs, comic programs, lectures / discussions / conversation"
05/10/2022 15:54:17,a little,"Instagram, Telegram, Twitter",Khuzestan,urban,32,male,bachelor's degree,some,national television,Comic programs
05/10/2022 15:55:59,a little,"BBC, manoto, Instagram",Esfahan,urban,30,female,bachelor's degree,some,BBC,"Movies and TV series, art programs, cooking programs, baby programs"
05/10/2022 15:56:53,a little,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, Telegram",East Azarbaijan,urban,23,male,high school diploma,very little,"Internal television, Internal Newspapers",Comic programs
05/10/2022 15:56:58,much,"Iran International, manoto, Instagram, Telegram",Mazandaran,urban,30,male,master's degree,some,"Internal newspapers, BBC, Facebook","Educational or lesson programs, art programs, documentary programs"
05/10/2022 15:56:59,much,"Iran International, BBC, Instagram, Telegram",North Khorasan,urban,38,male,master's degree,some,"BBC, Facebook",Sports programs
05/10/2022 15:57:56,much,Instagram,Tehran,urban,46,male,high school diploma,little,national television,Other plans
05/10/2022 15:58:24,much,"Instagram, Telegram",Tehran,urban,37,male,associates degree,some,"BBC, Voice of America, News websites, Facebook",Movie and Serial
05/10/2022 15:58:57,very much,"BBC, manoto, Voice of America, Instagram",Tehran,urban,30,male,no high school diploma,little,national television,Religious programs
05/10/2022 15:59:10,very much,"Iran International, BBC, manoto, Instagram",Bushehr,urban,19,male,high school diploma,little,BBC,"Movie and Serial, Documentary Programs, Comic Programs, Speech / Discussion / Dialogue"
05/10/2022 16:00:57,very much,"BBC, Instagram",Kerman,urban,33,male,bachelor's degree,little,"Internal television, other satellite channels","Sports programs, documentary programs"
05/10/2022 16:02:13,very much,"Iran International, BBC, Instagram, Other",Tehran,urban,32,male,bachelor's degree,very little,"Internal television, BBC, Voice of America","Movie and Serial, Documentary Programs, Comic Programs, Lecture / Discussion / Dialogue, Other Programs"
05/10/2022 16:03:35,much,"Iran International, manoto, Radio Farda, Instagram",Kerman,urban,40,male,high school diploma,a lot,"BBC, radio farda","Movie and Serial, Documentary Programs, Comic Programs, Speech / Discussion / Dialogue"
05/10/2022 16:06:05,a little,"Instagram, Telegram",Tehran,urban,29,male,high school diploma,some,"Voice of America, Facebook",None
05/10/2022 16:08:20,much,"Iran International, Instagram, Telegram",Mazandaran,urban,33,male,bachelor's degree,a lot,national television,"Movies and TV series, sports programs, art programs, documentary programs, comic programs"
05/10/2022 16:08:43,a little,"Iran International, Instagram, WhatsApp",Alborz,urban,30,male,bachelor's degree,very little,national television,"Movie and Serial, Comic Programs, Other Programs, None"
05/10/2022 16:09:45,very much,"Iran International, BBC, Radio Farda, Instagram",Esfahan,urban,38,male,master's degree,very much,"Internal newspapers, BBC, Voice of America, Radio, Facebook","Movies and Serials, Sports Programs, Educational Programs, Documentary Programs, Speech / Discussion / Dialogue"
05/10/2022 16:12:13,a little,"BBC, Instagram",Tehran,urban,35,male,no high school diploma,little,national television,"Movie and Serial, Sports Programs, Comic Programs, Lecture / Discussion / Dialogue"
05/10/2022 16:12:19,a little,Iran International,Khorasan Razavi,urban,45,male,associates degree,a lot,BBC,Movie and Serial
05/10/2022 16:12:53,very much,"Iran International, BBC, Instagram",Tehran,urban,45,male,high school diploma,some,BBC,"Movie and Serial, Documentary Programs"
05/10/2022 16:14:24,much,"Iran International, BBC",Khorasan Razavi,urban,36,male,bachelor's degree,some,national television,Sports programs
05/10/2022 16:15:57,much,"Iran International, Manoto",Fars,urban,31,male,master's degree,little,national television,"Movie and Serial, Educational or Teaching Programs, Comic Programs, Baby Programs"
05/10/2022 16:16:48,very much,"BBC, Instagram",Chaharmahal va Bakhtiari,urban,36,female,master's degree,little,"Internal television, Internal Newspapers",Comic programs
05/10/2022 16:17:14,very much,"Iran International, BBC, manoto, Radio Farda, Other Satellite Channels, Instagram, Telegram",Tehran,urban,44,female,bachelor's degree,very much,"IRIB, domestic newspapers, other satellite channels","Movies and Serials, Educational or Teaching Programs, Art Programs, Comic Programs, Cooking Programs"
05/10/2022 16:17:31,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Other Satellite Channels, Instagram, Telegram, WhatsApp, Twitter, Facebook",Tehran,urban,32,male,master's degree,very little,"BBC, Voice of America, Radio, News websites, other satellite channels","Movies and TV series, sports programs, cooking programs, other apps"
05/10/2022 16:18:27,much,"Iran International, Voice of America, Instagram",Tehran,urban,28,male,master's degree,very much,"BBC, Voice of America, other satellite channels",None
05/10/2022 16:18:29,much,"Iran International, BBC",Esfahan,urban,24,male,associates degree,little,Voice of America,"Movies and Serials, Sports Programs, Documentary Programs, Comic Programs"
05/10/2022 16:19:09,much,BBC,Lorestan,urban,43,female,associates degree,little,Internal newspapers,Comic programs
05/10/2022 16:19:14,much,"Instagram, Telegram",Khorasan Razavi,urban,32,female,high school diploma,not at all,,"Movie and Serial, Comic Programs"
05/10/2022 16:19:54,not at all,,Tehran,urban,32,male,bachelor's degree,some,"BBC, Voice of America, Radio Farda, other satellite channels, Facebook","Movie and Serial, Sports Programs, Educational or Teaching Programs, Speech / Discussion / Dialogue"
05/10/2022 16:20:24,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, Twitter, Facebook",Tehran,urban,25,male,pdh and above,very little,BBC,"Movie and Serial, Comic Programs, Cooking Programs, Baby Programs"
05/10/2022 16:20:45,very much,"Iran International, manoto, Instagram",Markazi,urban,35,male,associates degree,little,"BBC, Voice of America, other satellite channels",None
05/10/2022 16:20:58,a little,Iran International,Fars,rural,31,male,no high school diploma,not at all,,Movie and Serial
05/10/2022 16:21:34,a little,"Instagram, Twitter",Qom,urban,39,male,high school diploma,some,Instagram,"Sports programs, documentary programs"
05/10/2022 16:22:44,very much,"Iran International, BBC, Instagram, Other",East Azarbaijan,urban,36,male,associates degree,very little,"Internal television, Internal Newspapers, Facebook, Other","Movie and Serial, Comic Programs, Lecture / Discussion / Dialogue, Other Programs"
05/10/2022 16:23:20,little,"national television, manoto, Instagram",Khorasan Razavi,rural,46,male,no high school diploma,little,national television,Comic programs
05/10/2022 16:23:33,very much,"Iran International, manoto, other satellite channels, Instagram",Markazi,urban,35,male,associates degree,some,"BBC, Voice of America, Radio Farda, other satellite channels",Sports programs
05/10/2022 16:24:15,little,"Instagram, Telegram",Bushehr,urban,25,female,bachelor's degree,little,national television,"Movie and TV series, art programs, lectures / discussions / conversation"
05/10/2022 16:24:46,much,"Iran International, BBC, manoto, Instagram",Tehran,urban,32,male,bachelor's degree,little,"Internal televisioning, Internal Newspapers, News websites, Facebook","Movie and TV series, art programs, lectures / discussions / conversation"
05/10/2022 16:25:59,a little,"Iran International, BBC, Voice of America, Telegram",Tehran,urban,22,male,bachelor's degree,very little,"Internal newspapers, BBC, other satellite channels","Movie and Serial, Documentary Programs"
05/10/2022 16:27:59,very much,"Iran International, manoto, Instagram",Tehran,urban,38,male,master's degree,some,"Voice of America, Instagram",Comic programs
05/10/2022 16:28:40,very little,Instagram,Khuzestan,urban,27,male,high school diploma,a lot,"Internal television, Facebook","Teaching or Teaching Programs, Comic Programs, Other Programs"
05/10/2022 16:28:53,much,"Iran International, BBC, Voice of America, other satellite channels, news websites, Instagram, telegram, other",Esfahan,urban,20,male,bachelor's degree,some,"BBC, Voice of America, News websites, other satellite channels, others","Movies and Serials, Educational or Teaching Programs, Art Programs, Documentary Programs, Comic Programs, Other Programs"
05/10/2022 16:28:58,much,"Iran International, manoto, Instagram",Khorasan Razavi,urban,33,male,bachelor's degree,some,"BBC, Instagram",Comic programs
05/10/2022 16:29:06,much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, Telegram",Western Azerbaijan,urban,31,male,master's degree,little,"Internal newspapers, BBC, Voice of America","Sports programs, documentary programs, comic programs"
05/10/2022 16:30:25,very much,"manoto, Instagram, Telegram, Twitter",Chaharmahal va Bakhtiari,rural,30,female,high school diploma,some,"Internal televisioning, Internal Newspapers, BBC, Voice of America, Radio Farda, News websites",Sports programs
05/10/2022 16:32:11,very much,"Iran International, manoto, News websites, Instagram, Twitter",Qom,urban,31,female,associates degree,very little,"BBC, Facebook","Movie and TV series, art programs, comic programs"
05/10/2022 16:33:33,much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, Twitter",Kerman,urban,34,male,associates degree,a lot,"Internal newspapers, BBC, Radio","Movie and Serials, Sports Programs, Art Programs, Comic Programs, Speech / Discussion / Dialogue"
05/10/2022 16:35:44,very much,"Instagram, Telegram",Tehran,urban,32,male,high school diploma,little,"Internal television, Internal Newspapers","Movie and Serial, Sports Programs, Comic Programs, Lecture / Discussion / Dialogue"
05/10/2022 16:40:22,a little,"manoto, Instagram, Twitter",Tehran,urban,25,male,bachelor's degree,not at all,,None
05/10/2022 16:41:35,a little,"Iran International, manoto, Voice of America, Telegram, Twitter",Tehran,urban,30,male,master's degree,very little,national television,"Educational or Teaching Programs, Documentary Programs"
05/10/2022 16:43:08,very much,"Iran International, manoto, Instagram, Telegram",Ilam,urban,32,male,bachelor's degree,a lot,Voice of America,Movie and Serial
05/10/2022 16:43:59,very much,Instagram,Tehran,urban,35,male,high school diploma,a lot,Other,Movie and Serial
05/10/2022 16:45:18,much,"Iran International, manoto, Instagram",Golestan,rural,44,male,bachelor's degree,some,"Internal newspapers, Radio Farda","Movie and TV series, sports programs, comic programs"
05/10/2022 16:46:45,a little,"News websites, Instagram, Telegram, Twitter",Tehran,urban,33,male,master's degree,not at all,,None
05/10/2022 16:46:59,very much,"Iran International, manoto, Instagram",Gilan,urban,40,male,associates degree,little,"BBC, other satellite channels","Movies and Serials, Sports Programs, Documentary Programs, Comic Programs"
05/10/2022 16:50:07,much,"Iran International, BBC, News websites, Instagram, Other",Esfahan,urban,34,male,associates degree,a lot,"Internal television, Internal Newspapers, Other","Movie and TV series, sports programs"
05/10/2022 16:50:47,much,"Iran International, manoto, Instagram",Tehran,urban,28,male,bachelor's degree,little,national television,"Educational or Teaching Programs, Art Programs"
05/10/2022 16:51:26,much,"Iran International, BBC, manoto, Instagram",Tehran,urban,29,male,high school diploma,very little,national television,"Documentary programs, comic programs"
05/10/2022 16:52:59,much,"Internal newspapers, BBC, other satellite channels, Instagram",Zanjan,urban,31,male,no high school diploma,little,national television,"Speech / Discussion / Dialogue, Other Plan"
05/10/2022 16:53:18,a little,Instagram,Tehran,urban,34,male,high school diploma,very little,Instagram,"Movie and TV series, sports programs, comic programs"
05/10/2022 16:53:45,very much,"Iran International, manoto, News websites, Instagram",Khuzestan,urban,25,male,no high school diploma,some,"Internal newspapers, Voice of America","Movie and TV series, art programs, documentary programs"
05/10/2022 16:55:05,much,"Iran International, manoto, Instagram",Tehran,urban,47,male,master's degree,a lot,"BBC, other satellite channels","Sports Programs, Educational Programs, Comic Programs"
05/10/2022 16:55:55,very much,"Instagram, Telegram, Twitter",Tehran,urban,35,male,bachelor's degree,very little,Other satellite channels,Speech / Discussion / Dialogue
05/10/2022 16:57:39,a little,Iran International,Mazandaran,urban,30,female,bachelor's degree,little,Voice of America,"Movies and TV series, sports programs, art programs, documentary programs, lectures / discussions / conversation"
05/10/2022 16:59:52,much,Instagram,Kohgiloyeh and Boyerahmad,urban,33,male,high school diploma,a lot,"Internal newspapers, Radio Farda","Sports Programs, Speech / Discussion / Dialogue"
05/10/2022 17:02:37,very much,Instagram,Tehran,urban,38,male,high school diploma,very much,"Instagram, Twitter","Comic programs, lectures / discussions / conversation"
05/10/2022 17:04:30,a little,"Iran International, News websites, Instagram, Twitter",Esfahan,urban,31,male,bachelor's degree,very much,"BBC, Voice of America, News websites, Facebook","Movie and TV series, sports programs"
05/10/2022 17:04:58,very much,"Iran International, Voice of America, Telegram",Gilan,urban,28,male,master's degree,a lot,"Internal televisioning, Internal Newspapers, Other Satellite Channels, Facebook",Art programs
